163,Uganda,0.522,121,343,111.9,35.0,25.9,32.1,82.3,87.7,0.878,5,0.459,0.523,61.1,57.3,9.9,10.1,4.5,6.8,1266,2075,L
165,Sudan,0.575,140,311,74.0,31.0,13.7,18.8,24.3,72.2,0.839,5,0.441,0.526,65.3,62.2,7.0,7.4,3.0,4.1,1902,5775,L
166,Togo,0.556,134,368,92.0,17.6,23.1,36.1,81.1,80.6,0.841,5,0.444,0.528,60.9,59.4,10.8,13.1,3.2,6.3,1116,1412,L
167,Benin,0.613,144,405,83.2,7.2,15.8,30.8,70.0,73.4,0.858,5,0.461,0.538,61.2,58.3,10.5,13.7,2.8,4.3,1673,2287,L
168,Yemen,0.767,159,385,61.5,0.5,15.6,33.2,25.8,73.1,0.737,5,0.400,0.543,65.4,62.7,7.6,10.4,1.9,4.2,1045,3530,L
169,Afghanistan,0.667,154,396,74.0,27.4,8.8,35.4,19.1,83.6,0.609,5,0.348,0.572,62.0,59.5,8.3,13.1,1.6,5.8,511,3148,L
170,Malawi,0.614,145,634,136.2,16.7,14.9,24.2,81.2,80.8,0.921,4,0.455,0.495,64.8,62.9,10.7,10.8,3.8,5.0,972,1175,L
171,C_te d'Ivoire,0.672,155,645,135.5,9.2,16.6,32.7,52.4,80.9,0.814,5,0.421,0.517,52.8,51.1,7.8,9.8,3.9,6.1,2136,4155,L
172,Djibouti,-1,-1,229,21.5,12.7,-1,-1,36.5,68.1,-1,-1,-1,-1,64.0,60.7,5.8,6.8,-1,-1,1981,4441,L
173,Gambia,0.641,148,706,113.0,9.4,25.3,39.1,72.2,82.7,0.878,5,0.425,0.484,61.9,59.1,8.7,9.6,2.6,4.2,1296,1790,L
174,Ethiopia,0.499,116,353,58.4,37.3,10.8,20.7,77.0,89.1,0.842,5,0.408,0.484,66.6,62.7,7.9,8.8,1.5,3.7,1161,1886,L
175,Mali,0.689,156,587,174.6,8.8,7.3,16.2,50.1,82.3,0.786,5,0.385,0.491,58.3,58.6,7.5,9.4,1.7,3.0,1349,3071,L
176,Congo (Democratic Republic of the),0.663,153,693,122.6,8.2,14.5,35.0,70.5,71.8,0.832,5,0.390,0.469,60.5,57.6,8.7,10.0,4.0,8.1,599,761,L
177,Liberia,0.649,150,725,108.8,10.7,17.3,39.7,58.0,63.9,0.830,5,0.387,0.466,62.2,60.2,9.3,10.6,3.1,6.0,575,788,L
178,Guinea-Bissau,-1,-1,549,89.5,13.7,-1,-1,67.2,78.3,-1,-1,-1,-1,57.3,53.7,-1,-1,-1,-1,1139,1603,L
179,Eritrea,-1,-1,501,54.3,22.0,-1,-1,77.7,90.2,-1,-1,-1,-1,66.3,62.0,4.4,5.6,-1,-1,1286,1693,L
179,Sierra Leone,0.650,151,"1,360",118.2,12.4,16.8,29.7,65.0,68.6,0.871,5,0.392,0.451,51.9,50.8,9.1,10.0,2.6,4.2,1354,1708,L
181,Mozambique,0.574,139,489,139.7,39.6,2.8,8.0,82.5,75.4,0.879,5,0.391,0.444,56.8,54.0,8.6,9.5,2.5,4.6,1016,1184,L
181,South Sudan,-1,-1,789,65.9,24.3,-1,-1,71.2,75.3,-1,-1,-1,-1,57.1,55.2,3.8,6.3,4.0,5.3,-1,-1,L
183,Guinea,-1,-1,679,140.6,21.9,-1,-1,79.5,85.1,0.784,5,0.364,0.464,59.7,58.7,7.5,10.1,1.5,3.9,848,1267,L
184,Burundi,0.474,108,712,28.3,37.8,7.1,9.6,84.6,82.7,0.919,4,0.388,0.422,59.2,55.1,10.2,11.1,2.6,3.6,632,752,L
185,Burkina Faso,0.615,146,371,108.5,9.4,6.0,11.5,76.6,90.7,0.874,5,0.375,0.429,60.3,57.6,7.3,8.1,1.0,2.0,1278,1800,L
186,Chad,0.695,157,856,133.5,14.9,1.7,9.9,64.0,79.3,0.765,5,0.340,0.445,53.0,50.8,5.8,8.8,1.2,3.4,1581,2400,L
187,Niger,0.695,157,553,202.4,13.3,3.6,8.4,40.2,89.4,0.732,5,0.291,0.397,62.9,61.1,4.7,5.9,1.1,2.3,481,1292,L
188,Central African Republic,0.648,149,882,91.9,12.5,12.3,29.8,71.7,84.6,0.776,5,0.306,0.395,53.4,49.5,5.8,8.4,2.8,5.7,482,696,L
